id,x,y,theta,c00,c01,c02,c10,c11,c12,c20,c21,c22
0,1.1545666216715977,0.30264179780695766,4.523522230388034,0.007411845933855901,-0.0007913929361356411,-0.0019756472056001607,-0.0007913929361356411,0.0007368953892910001,0.0002482043637301775,-0.0019756472056001607,0.0002482043637301775,0.008983255961007621
1,0.9974488420180914,-0.3662685869912257,4.580306660818024,0.003342368153032172,-0.0009103642841628817,0.00015070570531194175,-0.0009103642841628817,0.0009163410115687567,-0.00037953587157316137,0.00015070570531194175,-0.00037953587157316137,0.010794652866747363
2,-1.1954435692734116,-3.4459359093833615,1.4496537723713017,0.0009587975152107594,0.0009776136546954112,2.3382500516994215e-05,0.0009776136546954112,0.0012671743299877641,-4.883407555342086e-05,2.3382500516994215e-05,-4.883407555342086e-05,0.000291420496502299
3,-1.5195546318255972,-6.354226405342307,1.4524083520842133,0.0003079800441933789,0.00045114771854119626,-0.00032042605816845027,0.00045114771854119626,0.0011724110708282109,-0.0009076655110967799,-0.00032042605816845027,-0.0009076655110967799,0.0008848028590083311
4,-0.423710019982893,-10.818000284542636,4.576210682298911,0.00026949608772976874,-0.0003009949888829551,-0.00015919054028962107,-0.0003009949888829551,0.00109554472522374,0.0003620481134163142,-0.00015919054028962107,0.0003620481134163142,0.00026319267191701864
5,-0.8323051012485642,-13.668895835892407,4.541729013560508,0.000471219327684681,0.00015498575520987763,0.00025345241118080613,0.00015498575520987763,0.0006497952161638548,0.0003385887976070346,0.00025345241118080613,0.0003385887976070346,0.0005041927412360865
6,-2.9198908935285623,-16.60156714905307,3.5560187119300264,0.002157970905260327,0.0037825285695184505,0.00014038709150928502,0.0037825285695184505,0.008053908456539268,3.8694121125263464e-05,0.00014038709150928502,3.8694121125263464e-05,0.00038102772990423307
7,-4.79444333597099,-17.03426372705207,3.023300528182489,0.002412300303312246,0.0013873743507968857,0.005406345237992527,0.0013873743507968857,0.001277288941204948,0.0052649630523634834,0.005406345237992527,0.0052649630523634834,0.03610244161392178
9,-7.961550568473321,-15.8044052580436,1.4899816784619997,0.007458734039868744,-0.0029693024618015758,-4.507383045362352e-05,-0.0029693024618015758,0.0021859670109020137,-0.00030323279090839933,-4.507383045362352e-05,-0.00030323279090839933,0.01883175526580313
8,-5.727971481756181,-15.71197406891345,6.196148897561297,0.001471401269356193,-0.0006882146041699588,-0.0010836502898567226,-0.0006882146041699588,0.0005482134300311746,0.00046753302498009033,-0.0010836502898567226,0.00046753302498009033,0.0021587468297113994
10,-7.716754175760308,-14.163049102890977,1.4614744972992004,0.005475748470665906,-0.004818041780606683,0.0010399061079591633,-0.004818041780606683,0.0049239935089794296,-0.0009990990948981072,0.0010399061079591633,-0.0009990990948981072,0.0006256755136180562
11,-5.21648695385548,-10.822790614610305,4.6088587468557645,0.0001784492433755928,0.00011140912995765139,3.097571397570379e-05,0.00011140912995765139,0.0006550897072764441,-2.4816695137193916e-06,3.097571397570379e-05,-2.4816695137193916e-06,4.1094046723948654e-05
12,-6.555362411588989,-6.426608842349667,1.4625084163341613,0.0001132739850362615,-6.99281215376485e-05,3.914267112221872e-06,-6.99281215376485e-05,0.0008958510784989582,-0.00023617140720288832,3.914267112221872e-06,-0.00023617140720288832,0.0001411123708423825
13,-5.7993136200851705,-1.442653329928169,1.4518442570925563,0.00013095731550739342,-0.00022007253259154815,-1.626960409852981e-05,-0.00022007253259154815,0.0007566375255583864,4.6467719354705713e-05,-1.626960409852981e-05,4.6467719354705713e-05,6.383993308602202e-05
14,-2.6875868232456677,1.0596483715147214,4.57883687430806,0.0008755856904990093,0.0004727415090790741,-1.5593473844173247e-05,0.0004727415090790741,0.0037026119769258013,9.623700616634225e-05,-1.5593473844173247e-05,9.623700616634225e-05,0.0004747109377711578
15,-2.707923813691692,1.2746617162031164,1.4051232839355106,0.009115914062176227,-0.00985624275867996,0.004164144109533261,-0.00985624275867996,0.011262122221148078,-0.003387186138044334,0.004164144109533261,-0.003387186138044334,0.0099470029817007
